"","PID","SONA","Gender","Age","Run","Phase","Block","TrialN","NbackLevel","ISI","TrialCountCali","CaliEnd_A_measure","TrialIndex","TrialNumber_total","TrialNumber_valid","Trial_A_measure","Trial_HR","Trial_FAR","Trial_CDR","Trial_MSR","Trial_ACC","Trial_RT","Letter_Resp","Letter_RT","Letter_Accuracy","Trial_HitsCount","Trial_FAsCount","Trial_NoRespCount","Trial_SameNoRespCount","Trial_DiffNoRespCount","Trial_CDsCount","Trial_CorrectRespCount","Trial_SameLetterCount","Trial_DiffLetterCount","Trial_InvalidLetterCount","CueLearning","CueMapping","TrialDemandLearning","OnlineRating","OnlineRatingRT","OnlineRatingTimeOut","CueLeft","CueDemandLeft","CueRight","CueDemandRight","PhaseType","Choice","ChoiceRT","ChoiceDemand","TaskDemand","OfflineRatingTimePoint","CueFigure","TrialDemand","OfflineRating","OfflineRatingRT","DemandRatingQuesIndex","QuesTLX","DemandLevel","DemandRating","DemandRatingRT","CueCheck","CueDemandCheck","CorrectAnswer","Answer","AnswerDemand","AnswerRT","AnswerACC","END","TrialDemandLearning_pre","TrialTransition","TrialTransition_pre","Trial_RT_pre","Trial_ACC_pre","Trial_A_measure_pre","TaskDemand_pre"
"11",90,140914,"Female",21,1,"TEST",1,11,1,120,,,11,12,11,0.958333333333333,0.833333333333333,0,1,0,1,0.495200375086152,"",,,5,0,0,0,0,17,22,6,17,0,"cue2.png","B","easy",31,1.16090817199438,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144427","hard","switch","switch",0.529579836347535,0.882352941176471,0.909313725490196,
"12",90,140914,"Female",21,1,"TEST",1,12,3,120,,,12,13,12,0.774509803921569,0.333333333333333,0.0588235294117647,0.941176470588235,0,0.941176470588235,0.5198513011729,"",,,2,1,0,0,0,16,18,6,17,0,"cue1.png","B","hard",54,0.817806323000696,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144501","easy","switch","switch",0.495200375086152,1,0.958333333333333,
"13",90,140914,"Female",21,1,"TEST",1,13,1,120,,,13,14,13,0.916666666666667,0.666666666666667,0,1,0,1,0.447708547049526,"",,,4,0,0,0,0,17,21,6,17,0,"cue2.png","B","easy",26,1.3127898130042,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144534","hard","switch","switch",0.5198513011729,0.941176470588235,0.774509803921569,
"14",90,140914,"Female",21,1,"TEST",1,14,3,120,,,14,15,14,0.0557598039215687,0.166666666666667,0.235294117647059,0.75,0.0869565217391304,0.677749360613811,0.516639114475332,"",,,1,4,2,1,1,12,13,6,17,0,"cue1.png","B","hard",54,1.36859678998007,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144609","easy","switch","switch",0.447708547049526,1,0.916666666666667,
"15",90,140914,"Female",21,1,"TEST",1,15,1,120,,,15,16,15,0.916666666666667,0.666666666666667,0,1,0,1,0.453341353215206,"",,,4,0,0,0,0,17,21,6,17,0,"cue2.png","B","easy",19,0.769224070012569,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144642","hard","switch","switch",0.516639114475332,0.677749360613811,0.0557598039215687,
"16",90,140914,"Female",21,1,"TEST",1,16,1,120,,,16,17,16,0.958333333333333,0.833333333333333,0,1,0,1,0.43457855569305,"",,,5,0,0,0,0,17,22,6,17,0,"cue2.png","B","easy",55,0.905412749998504,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144714","easy","repetition","switch",0.453341353215206,1,0.916666666666667,
"17",90,140914,"Female",21,1,"TEST",1,17,3,120,,,17,18,17,0.808035714285714,0.571428571428571,0.125,0.866666666666667,0.0434782608695652,0.831521739130435,0.501025823132791,"",,,4,2,1,0,1,13,17,7,16,0,"cue1.png","B","hard",62,1.20449906797148,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144748","easy","switch","repetition",0.43457855569305,1,0.958333333333333,
"18",90,140914,"Female",21,1,"TEST",1,18,3,120,,,18,19,18,0.751116071428571,0.285714285714286,0.0625,0.9375,0,0.9375,0.327844022699814,"",,,2,1,0,0,0,15,17,7,16,0,"cue1.png","B","hard",18,0.778400608018273,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144818","hard","repetition","switch",0.501025823132791,0.831521739130435,0.808035714285714,
"19",90,140914,"Female",21,1,"TEST",1,19,1,120,,,19,20,19,0.958333333333333,0.833333333333333,0,1,0,1,0.378672043827069,"",,,5,0,0,0,0,17,22,6,17,0,"cue2.png","B","easy",5,0.748433594999369,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144849","hard","switch","repetition",0.327844022699814,0.9375,0.751116071428571,
"20",90,140914,"Female",21,1,"TEST",1,20,1,120,,,20,21,20,0.985294117647059,1,0.0588235294117647,0.928571428571429,0.130434782608696,0.81074168797954,0.454614784751902,"",,,6,1,3,0,3,13,19,6,17,0,"cue2.png","B","easy",57,1.42995196100674,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144923","easy","repetition","switch",0.378672043827069,1,0.958333333333333,
"21",90,140914,"Female",21,1,"TEST",1,21,1,120,,,21,22,21,0.958333333333333,0.833333333333333,0,1,0,1,0.384423826824945,"",,,5,0,0,0,0,17,22,6,17,0,"cue2.png","B","easy",62,1.2211275039881,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_144955","easy","repetition","repetition",0.454614784751902,0.81074168797954,0.985294117647059,
"22",90,140914,"Female",21,1,"TEST",1,22,3,120,,,22,23,22,0.882352941176471,0.666666666666667,0.0588235294117647,0.941176470588235,0,0.941176470588235,0.438830290608483,"",,,4,1,0,0,0,16,20,6,17,0,"cue1.png","B","hard",59,1.02879641600884,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145027","easy","switch","repetition",0.384423826824945,1,0.958333333333333,
"23",90,140914,"Female",21,1,"TEST",1,23,1,120,,,23,24,23,0.715686274509804,0.333333333333333,0.117647058823529,0.875,0.0434782608695652,0.838874680306905,0.347897895728238,"",,,2,2,1,0,1,14,16,6,17,0,"cue2.png","B","easy",24,0.6044556540146,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145058","hard","switch","switch",0.438830290608483,0.941176470588235,0.882352941176471,
"24",90,140914,"Female",21,1,"TEST",1,24,3,120,,,24,25,24,0.75297619047619,0.428571428571429,0.125,0.866666666666667,0.0434782608695652,0.831521739130435,0.341733200906839,"",,,3,2,1,0,1,13,16,7,16,0,"cue1.png","B","hard",50,1.02995172899682,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145128","easy","switch","switch",0.347897895728238,0.838874680306905,0.715686274509804,
"25",90,140914,"Female",21,1,"TEST",1,25,3,120,,,25,26,25,0.0764705882352941,0.166666666666667,0.294117647058824,0.705882352941177,0,0.705882352941176,0.346722123785066,"",,,1,5,0,0,0,12,13,6,17,0,"cue1.png","B","hard",21,0.52095635200385,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145158","hard","repetition","switch",0.341733200906839,0.831521739130435,0.75297619047619,
"26",90,140914,"Female",21,1,"TEST",1,26,1,120,,,26,27,26,0.928571428571429,0.714285714285714,0,1,0,1,0.395292945264373,"",,,5,0,0,0,0,16,21,7,16,0,"cue2.png","B","easy",5,0.738193585973931,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145229","hard","switch","repetition",0.346722123785066,0.705882352941176,0.0764705882352941,
"27",90,140914,"Female",21,1,"TEST",1,27,1,120,,,27,28,27,0.939732142857143,0.857142857142857,0.0625,0.9375,0,0.9375,0.398777828912463,"",,,6,1,0,0,0,15,21,7,16,0,"cue2.png","B","easy",53,0.471260649996111,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145300","easy","repetition","switch",0.395292945264373,1,0.928571428571429,
"28",90,140914,"Female",21,1,"TEST",1,28,3,120,,,28,29,28,0.205882352941176,0,0.176470588235294,0.8125,0.0434782608695652,0.780051150895141,0.309804688363908,"",,,0,3,1,0,1,13,13,6,17,0,"cue1.png","B","hard",51,1.36148890398908,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145330","easy","switch","repetition",0.398777828912463,0.9375,0.939732142857143,
"29",90,140914,"Female",21,1,"TEST",1,29,1,120,,,29,30,29,0.875,0.5,0,1,0.0869565217391304,0.91304347826087,0.397207921524698,"",,,3,0,2,0,2,15,18,6,17,0,"cue2.png","B","easy",26,1.23375541801215,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145403","hard","switch","switch",0.309804688363908,0.780051150895141,0.205882352941176,
"30",90,140914,"Female",21,1,"TEST",1,30,1,120,,,30,31,30,0.985294117647059,1,0.0588235294117647,0.941176470588235,0,0.941176470588235,0.425214054390697,"",,,6,1,0,0,0,16,22,6,17,0,"cue2.png","B","easy",62,1.73930583000765,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145436","easy","repetition","switch",0.397207921524698,0.91304347826087,0.875,
"31",90,140914,"Female",21,1,"TEST",1,31,3,120,,,31,32,31,0.656862745098039,0.333333333333333,0.176470588235294,0.823529411764706,0,0.823529411764706,0.35231164643546,"",,,2,3,0,0,0,14,16,6,17,0,"cue1.png","B","hard",49,0.810847783985082,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145506","easy","switch","repetition",0.425214054390697,0.941176470588235,0.985294117647059,
"32",90,140914,"Female",21,1,"TEST",1,32,1,120,,,32,33,32,0.882352941176471,0.666666666666667,0.0588235294117647,0.941176470588235,0,0.941176470588235,0.37768627373937,"",,,4,1,0,0,0,16,20,6,17,0,"cue2.png","B","easy",22,0.413844619004522,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145536","hard","switch","switch",0.35231164643546,0.823529411764706,0.656862745098039,
"33",90,140914,"Female",21,1,"TEST",1,33,3,120,,,33,34,33,0.742647058823529,0.5,0.176470588235294,0.823529411764706,0,0.823529411764706,0.285298787607842,"",,,3,3,0,0,0,14,17,6,17,0,"cue1.png","B","hard",60,0.762888211000245,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145605","easy","switch","switch",0.37768627373937,0.941176470588235,0.882352941176471,
"34",90,140914,"Female",21,1,"TEST",1,34,3,120,,,34,35,34,0.0557598039215687,0.166666666666667,0.235294117647059,0.764705882352941,0,0.764705882352941,0.25867687847526,"",,,1,4,0,0,0,13,14,6,17,0,"cue1.png","B","hard",23,1.2711212959839,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145633","hard","repetition","switch",0.285298787607842,0.823529411764706,0.742647058823529,
"35",90,140914,"Female",21,1,"TEST",1,35,3,120,,,35,36,35,0.75297619047619,0.428571428571429,0.125,0.866666666666667,0.0434782608695652,0.831521739130435,0.339805761226506,"",,,3,2,1,0,1,13,16,7,16,0,"cue1.png","B","hard",6,0.485664640000323,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145704","hard","repetition","repetition",0.25867687847526,0.764705882352941,0.0557598039215687,
"36",90,140914,"Female",21,1,"TEST",1,36,1,120,,,36,37,36,0.875,0.5,0,1,0,1,0.388436501302868,"",,,3,0,0,0,0,17,20,6,17,0,"cue2.png","B","easy",12,0.461333240993554,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145734","hard","switch","repetition",0.339805761226506,0.831521739130435,0.75297619047619,
"37",90,140914,"Female",21,1,"TEST",1,37,3,120,,,37,38,37,0.715686274509804,0.333333333333333,0.117647058823529,0.882352941176471,0,0.882352941176471,0.252795864431866,"",,,2,2,0,0,0,15,17,6,17,0,"cue1.png","B","hard",66,0.728611754981102,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145802","easy","switch","switch",0.388436501302868,1,0.875,
"38",90,140914,"Female",21,1,"TEST",1,38,1,120,,,38,39,38,1,1,0,1,0,1,0.437104725953364,"",,,6,0,0,0,0,17,23,6,17,0,"cue2.png","B","easy",40,1.06178419297794,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145834","hard","switch","switch",0.252795864431866,0.882352941176471,0.715686274509804,
"39",90,140914,"Female",21,1,"TEST",1,39,1,120,,,39,40,39,0.928571428571429,0.714285714285714,0,1,0.0434782608695652,0.956521739130435,0.370048023094899,"",,,5,0,1,0,1,15,20,7,16,0,"cue2.png","B","easy",64,0.820698425988667,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145905","easy","repetition","switch",0.437104725953364,1,1,
"40",90,140914,"Female",21,1,"TEST",1,40,3,120,,,40,41,40,0.191176470588235,0,0.235294117647059,0.75,0.0434782608695652,0.721227621483376,0.346765599138135,"",,,0,4,1,0,1,12,12,6,17,0,"cue1.png","B","hard",65,0.647890166001162,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_145936","easy","switch","repetition",0.370048023094899,0.956521739130435,0.928571428571429,
"41",90,140914,"Female",21,1,"TEST",1,41,3,120,,,41,42,41,0.656862745098039,0.333333333333333,0.176470588235294,0.823529411764706,0,0.823529411764706,0.283009259694549,"",,,2,3,0,0,0,14,16,6,17,0,"cue1.png","B","hard",20,0.84514038998168,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150005","hard","repetition","switch",0.346765599138135,0.721227621483376,0.191176470588235,
"42",90,140914,"Female",21,1,"TEST",1,42,1,120,,,42,43,42,0.916666666666667,0.666666666666667,0,1,0,1,0.357263369784367,"",,,4,0,0,0,0,17,21,6,17,0,"cue2.png","B","easy",26,1.00373239198234,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150035","hard","switch","repetition",0.283009259694549,0.823529411764706,0.656862745098039,
"43",90,140914,"Female",21,1,"TEST",1,43,3,120,,,43,44,43,0.0114379084967321,0.166666666666667,0.176470588235294,0.8125,0.0434782608695652,0.780051150895141,0.248520293500571,"",,,1,3,1,0,1,13,14,6,17,0,"cue1.png","B","hard",62,1.194275759015,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150104","easy","switch","switch",0.357263369784367,1,0.916666666666667,
"44",90,140914,"Female",21,1,"TEST",1,44,1,120,,,44,45,44,0.892857142857143,0.571428571428571,0,1,0,1,0.365404653392034,"",,,4,0,0,0,0,16,20,7,16,0,"cue2.png","B","easy",15,0.935062203003326,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150134","hard","switch","switch",0.248520293500571,0.780051150895141,0.0114379084967321,
"45",90,140914,"Female",21,1,"TEST",1,45,3,120,,,45,46,45,0.75297619047619,0.428571428571429,0.125,0.866666666666667,0.0434782608695652,0.831521739130435,0.395923433726156,"",,,3,2,1,0,1,13,16,7,16,0,"cue1.png","B","hard",65,0.755025558988564,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150206","easy","switch","switch",0.365404653392034,1,0.892857142857143,
"46",90,140914,"Female",21,1,"TEST",1,46,3,120,,,46,47,46,0.688725490196078,0.166666666666667,0.0588235294117647,0.933333333333333,0.130434782608696,0.81074168797954,0.34993658500025,"",,,1,1,3,1,2,14,15,6,17,0,"cue1.png","B","hard",11,1.18911231702077,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150239","hard","repetition","switch",0.395923433726156,0.831521739130435,0.75297619047619,
"47",90,140914,"Female",21,1,"TEST",1,47,1,120,,,47,48,47,0.882352941176471,0.666666666666667,0.0588235294117647,0.941176470588235,0,0.941176470588235,0.380877166476516,"",,,4,1,0,0,0,16,20,6,17,0,"cue2.png","B","easy",28,1.46016991999932,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150310","hard","switch","repetition",0.34993658500025,0.81074168797954,0.688725490196078,
"48",90,140914,"Female",21,1,"TEST",1,48,1,120,,,48,49,48,0.916666666666667,0.666666666666667,0,1,0,1,0.372298215737354,"",,,4,0,0,0,0,17,21,6,17,0,"cue2.png","B","easy",62,1.05182630001218,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150341","easy","repetition","switch",0.380877166476516,0.941176470588235,0.882352941176471,
"49",90,140914,"Female",21,1,"TEST",1,49,3,120,,,49,50,49,0.656862745098039,0.333333333333333,0.176470588235294,0.823529411764706,0,0.823529411764706,0.326062985130272,"",,,2,3,0,0,0,14,16,6,17,0,"cue1.png","B","hard",60,0.761818254977698,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150410","easy","switch","repetition",0.372298215737354,1,0.916666666666667,
"50",90,140914,"Female",21,1,"TEST",1,50,1,120,,,50,51,50,0.928571428571429,0.714285714285714,0,1,0,1,0.383559231305971,"",,,5,0,0,0,0,16,21,7,16,0,"cue2.png","B","easy",23,1.12808433600003,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240314_150441","hard","switch","switch",0.326062985130272,0.823529411764706,0.656862745098039,
"51",108,141802,"Female",21,1,"TEST",1,1,1,1250,,,1,1,1,1,1,0,1,0,1,0.464299288899929,"",,,3,0,0,0,0,7,10,3,7,0,"cue2.png","B","easy",22,0.785722811997402,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162027",,,,,,,
"52",108,141802,"Female",21,1,"TEST",1,2,3,1250,,,2,2,2,0.916666666666667,0.666666666666667,0,1,0,1,0.506391803700535,"",,,2,0,0,0,0,7,9,3,7,0,"cue1.png","B","hard",54,0.952883011996164,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162047","easy","switch",,0.464299288899929,1,1,
"53",108,141802,"Female",21,1,"TEST",1,3,3,1250,,,3,3,3,0.547619047619048,0.333333333333333,0.285714285714286,0.714285714285714,0,0.714285714285714,0.484167806201731,"",,,1,2,0,0,0,5,6,3,7,0,"cue1.png","B","hard",39,1.34673274800298,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162108","hard","repetition","switch",0.506391803700535,1,0.916666666666667,
"54",108,141802,"Female",21,1,"TEST",1,4,3,1250,,,4,5,4,0.690476190476191,0.333333333333333,0.142857142857143,0.857142857142857,0,0.857142857142857,0.442538935302582,"",,,1,1,0,0,0,6,7,3,7,0,"cue1.png","B","hard",60,0.554903354000999,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162135","hard","repetition","repetition",0.484167806201731,0.714285714285714,0.547619047619048,
"55",108,141802,"Female",21,1,"TEST",1,5,1,1250,,,5,6,5,0.916666666666667,0.666666666666667,0,1,0,1,0.42361790540017,"",,,2,0,0,0,0,7,9,3,7,0,"cue2.png","B","easy",19,1.38766905300145,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162155","hard","switch","repetition",0.442538935302582,0.857142857142857,0.690476190476191,
"56",108,141802,"Female",21,1,"TEST",1,6,3,1250,,,6,7,6,0.833333333333333,0.666666666666667,0.142857142857143,0.857142857142857,0,0.857142857142857,0.475736150296871,"",,,2,1,0,0,0,6,8,3,7,0,"cue1.png","B","hard",56,1.5856798820023,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162216","easy","switch","switch",0.42361790540017,1,0.916666666666667,
"57",108,141802,"Female",21,1,"TEST",1,7,3,1250,,,7,8,7,0.75,0.666666666666667,0.285714285714286,0.714285714285714,0,0.714285714285714,0.477610254801402,"",,,2,2,0,0,0,5,7,3,7,0,"cue1.png","B","hard",36,1.28058189600415,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162236","hard","repetition","switch",0.475736150296871,0.857142857142857,0.833333333333333,
"58",108,141802,"Female",21,1,"TEST",1,8,1,1250,,,8,9,8,1,1,0,1,0,1,0.570623317301215,"",,,3,0,0,0,0,7,10,3,7,0,"cue2.png","B","easy",57,0.953977570999996,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162257","hard","switch","repetition",0.477610254801402,0.714285714285714,0.75,
"59",108,141802,"Female",21,1,"TEST",1,9,1,1250,,,9,10,9,0.75,0.666666666666667,0.285714285714286,0.714285714285714,0,0.714285714285714,0.500241062100395,"",,,2,2,0,0,0,5,7,3,7,0,"cue2.png","B","easy",33,0.79817827999068,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162317","easy","repetition","switch",0.570623317301215,1,1,
"60",108,141802,"Female",21,1,"TEST",1,10,3,1250,,,10,12,10,1,1,0,1,0,1,0.471640872697753,"",,,3,0,0,0,0,7,10,3,7,0,"cue1.png","B","hard",56,0.570792655998957,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162345","easy","switch","repetition",0.500241062100395,0.714285714285714,0.75,
"61",108,141802,"Female",21,1,"TEST",1,11,1,1250,,,11,13,11,1,1,0,1,0,1,0.498558846200467,"",,,3,0,0,0,0,7,10,3,7,0,"cue2.png","B","easy",39,0.636240763007663,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162405","hard","switch","switch",0.471640872697753,1,1,
"62",108,141802,"Female",21,1,"TEST",1,12,3,1250,,,12,14,12,0.547619047619048,0.333333333333333,0.285714285714286,0.714285714285714,0,0.714285714285714,0.494574922598258,"",,,1,2,0,0,0,5,6,3,7,0,"cue1.png","B","hard",75,1.8140570250107,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162426","easy","switch","switch",0.498558846200467,1,1,
"63",108,141802,"Female",21,1,"TEST",1,13,1,1250,,,13,15,13,1,1,0,1,0,1,0.576735044401721,"",,,3,0,0,0,0,7,10,3,7,0,"cue2.png","B","easy",27,1.26909709000029,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162448","hard","switch","switch",0.494574922598258,0.714285714285714,0.547619047619048,
"64",108,141802,"Female",21,1,"TEST",1,14,3,1250,,,14,16,14,0.690476190476191,0.333333333333333,0.142857142857143,0.857142857142857,0,0.857142857142857,0.53230978139909,"",,,1,1,0,0,0,6,7,3,7,0,"cue1.png","B","hard",63,2.38404503300262,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162510","easy","switch","switch",0.576735044401721,1,1,
"65",108,141802,"Female",21,1,"TEST",1,15,1,1250,,,15,18,15,1,1,0,1,0,1,0.483504377400095,"",,,3,0,0,0,0,7,10,3,7,0,"cue2.png","B","easy",32,0.652752383990446,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162538","hard","switch","switch",0.53230978139909,0.857142857142857,0.690476190476191,
"66",108,141802,"Female",21,1,"TEST",1,16,1,1250,,,16,19,16,1,1,0,1,0,1,0.447340148301737,"",,,3,0,0,0,0,7,10,3,7,0,"cue2.png","B","easy",19,1.15491777499847,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240320_162558","easy","repetition","switch",0.483504377400095,1,1,
