Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,CueSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
8,.\instructions\inst_prac_2\Slide8.png,right,0.4402950000949204,10.179180999752134,10.619475999847054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
9,.\instructions\inst_prac_2\Slide9.png,right,0.40108289988711476,10.650675899814814,11.051758799701929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
10,.\instructions\inst_prac_2\Slide10.png,right,0.4457086999900639,11.083613699767739,11.529322399757802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,36,2,2583,1,X,0,right,0.4354899995960295,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,36,2,2583,2,V,0,right,0.1795872999355197,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,36,2,2583,3,X,1,left,0.6529454998672009,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,36,2,2583,4,V,1,left,0.7555629000999033,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,36,2,2583,5,N,0,right,0.41495139990001917,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,36,2,2583,6,F,0,right,0.48673259979113936,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,36,2,2583,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.48754494986496866,2,0,0,0,0,4,6,2,4,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
1,.\instructions\inst_to_cali\Slide1.png,right,1.0258885999210179,20.201682100072503,21.22757069999352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
1,.\instructions\inst_cali\Slide1.png,right,0.4803434000350535,21.275193799752742,21.755537199787796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,1,V,0,right,0.22031980007886887,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,2,Q,0,right,0.12291850009933114,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,3,C,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,4,Q,1,left,0.09616219997406006,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,5,F,0,right,0.09793940000236034,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,6,X,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,7,F,1,right,0.07978089991956949,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,8,C,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,9,X,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,10,Q,0,right,0.09799070004373789,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,11,V,0,right,0.12692759977653623,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,12,F,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,13,V,1,left,0.10028799995779991,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,14,J,0,left,0.12803009990602732,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,15,V,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,33,2,583,,,,,,,,0.7386363636363636,0.5,0.18181818181818182,0.5454545454545454,0.0,0.8181818181818181,0.07135714665055275,2,2,0,0,0,6,8,4,11,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,Calibration,0,,2,583,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,1,F,0,right,0.5514818001538515,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,2,V,0,right,0.3573599001392722,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,3,F,1,left,0.5195305999368429,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,4,C,0,right,0.3651763000525534,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,5,V,0,right,0.4612233997322619,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,6,J,0,right,0.4246808001771569,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,7,S,0,right,0.3434309996664524,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,8,J,1,left,0.28916599974036217,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,9,S,1,left,0.3502672999165952,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,10,N,0,right,0.335432100109756,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,11,V,0,right,0.35380539996549487,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,12,C,0,right,0.3860493996180594,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,13,V,1,left,0.2744370000436902,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,14,N,0,right,0.30537519976496696,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,calibration,0,25,2,679,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.3798154427869512,4,0,0,0,0,10,14,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,Calibration,0,,2,679,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,CALIBRATION,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,679,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
1,.\instructions\inst_prac_1\Slide1.png,right,0.847862099763006,47.675809000153095,48.5236710999161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
2,.\instructions\inst_prac_1\Slide2.png,right,0.20010709995403886,48.559392999857664,48.7595000998117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
3,.\instructions\inst_prac_1\Slide3.png,right,0.2594929002225399,48.792077499907464,49.051570400130004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
4,.\instructions\inst_prac_1\Slide4.png,right,0.2001271997578442,49.08387299999595,49.28400019975379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
5,.\instructions\inst_prac_1\Slide5.png,right,0.20011560013517737,49.31468449998647,49.51480010012165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
6,.\instructions\inst_prac_1\Slide6.png,right,0.3056113999336958,49.545976100023836,49.85158749995753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
7,.\instructions\inst_prac_1\Slide7.png,right,0.20011189999058843,49.88326429994777,50.08337619993836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,1,F,0,right,0.42237350018694997,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,2,F,1,left,0.45264440029859543,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,3,Q,0,right,0.321102200075984,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,4,Q,1,left,0.5689713000319898,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,5,N,0,right,0.542314600199461,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,6,X,0,right,0.3839181000366807,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,7,N,0,right,0.4727405998855829,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,8,J,0,right,0.4250319004058838,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,9,J,1,left,0.4943760000169277,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,10,Q,0,right,0.446229699999094,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,31,1,1250,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.45297023011371496,3,0,0,0,0,7,10,3,7,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
1,.\instructions\inst_prac_1_next\Slide1.png,right,0.7270849999040365,64.14854079997167,64.8756257998757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,1,N,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,2,F,0,right,0.4389975001104176,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,3,F,1,right,0.39259970001876354,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,4,N,0,left,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,5,Q,0,right,0.14741750014945865,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,6,F,0,left,0.07841779990121722,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,7,F,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,8,J,0,left,0.043505100067704916,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,9,J,1,right,0.0,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,10,F,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,11,X,0,left,0.1258950000628829,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
,,,,,,practice,0,4,1,679,12,C,0,right,0.0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,26,Female,1,2024/05/10_10:20:29,YZ,59.937341430857714,
