Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,CueSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
5,.\instructions\inst_prac_2\Slide5.png,right,2.425164100015536,103.71191770001315,106.13708180002868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
6,.\instructions\inst_prac_2\Slide6.png,right,3.5933954999782145,106.16775120003149,109.7611467000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
7,.\instructions\inst_prac_2\Slide7.png,right,2.8730436000041664,109.79208219982684,112.665125799831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
8,.\instructions\inst_prac_2\Slide8.png,right,1.7773243999108672,112.69581840001047,114.47314279992133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
9,.\instructions\inst_prac_2\Slide9.png,right,14.27333389990963,114.50384879997,128.77718269987963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
10,.\instructions\inst_prac_2\Slide10.png,right,19.217417299980298,128.80789529997855,148.02531259995885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,3,2,2583,1,N,0,right,1.7498167001176625,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,3,2,2583,2,Q,0,right,0.9734480001498014,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,3,2,2583,3,S,0,right,0.6412343999836594,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,3,2,2583,4,F,0,right,1.1053899999242276,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,3,2,2583,5,S,1,left,0.9524805000983179,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,3,2,2583,6,F,1,left,0.8852258000988513,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,3,2,2583,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0512659000620868,2,0,0,0,0,4,6,2,4,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
1,.\instructions\inst_to_cali\Slide1.png,right,4.778990699909627,160.0703604000155,164.84935109992512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
1,.\instructions\inst_cali\Slide1.png,right,13.488987799966708,164.89639030001126,178.38537809997797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,1,X,0,right,0.5580945999827236,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,2,Q,0,right,0.342915500048548,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,3,S,0,right,0.9378847000189126,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,4,Q,1,right,0.30352580011822283,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,5,V,0,right,0.684465300058946,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,6,Q,1,left,0.3938382000196725,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,7,C,0,right,0.6263222999405116,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,8,Q,1,left,0.6751993000507355,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,9,V,0,right,0.5798823998775333,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,10,Q,1,right,0.4974436000920832,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,11,V,1,left,0.6011450998485088,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,12,S,0,right,0.5179554000496864,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,13,Q,0,right,0.7096005000639707,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,14,J,0,right,0.4217314999550581,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,15,V,0,right,0.4862801998388022,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,calibration,0,14,2,583,,,,,,,,0.77,0.6,0.2,1.0,0.0,0.8,0.5557522933309277,3,2,0,0,0,10,13,5,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,Calibration,0,,2,583,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,CALIBRATION,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.77,583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
1,.\instructions\inst_prac_1\Slide1.png,right,9.27776959980838,197.8117549000308,207.08952449983917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
2,.\instructions\inst_prac_1\Slide2.png,right,4.476246000034735,207.1252180999145,211.60146409994923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
3,.\instructions\inst_prac_1\Slide3.png,right,1.552542199846357,211.63298100000247,213.18552319984883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
4,.\instructions\inst_prac_1\Slide4.png,right,1.3372945000883192,213.21614989987575,214.55344439996406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
5,.\instructions\inst_prac_1\Slide5.png,right,0.9767031001392752,214.5847594998777,215.56146260001697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
6,.\instructions\inst_prac_1\Slide6.png,right,8.72102540009655,215.59247819986194,224.3135035999585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
7,.\instructions\inst_prac_1\Slide7.png,right,5.129149300046265,224.34434119984508,229.47349049989134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,1,J,0,right,0.9299969000276178,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,2,Q,0,right,0.7569249998778105,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,3,C,0,right,0.7182577000930905,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,4,X,0,right,0.45938170002773404,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,5,V,0,right,0.4921281000133604,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,6,V,1,left,0.7631852999329567,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,7,C,0,right,0.6449375997763127,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,8,C,1,left,0.5143270001281053,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,9,Q,0,right,0.6760281999595463,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,10,Q,1,left,0.5837440001778305,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,29,1,1250,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.6538911500014365,3,0,0,0,0,7,10,3,7,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
1,.\instructions\inst_prac_1_next\Slide1.png,right,4.832431999966502,245.5364653998986,250.3688973998651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,1,Q,0,right,0.8860983001068234,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,2,N,0,right,0.5752131999470294,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,3,N,1,left,0.8353806999512017,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,4,V,0,right,0.545206599868834,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,5,S,0,right,0.5015173000283539,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,6,F,0,right,0.6862894999794662,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,7,C,0,right,0.4693344999104738,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,8,V,0,right,0.46932510007172823,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,9,C,0,right,0.4295917998533696,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,10,C,1,left,0.3576356000266969,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,11,J,0,right,0.4992436000611633,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,12,J,1,left,0.5502043000888079,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,13,C,0,right,0.5827468000352383,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,14,C,1,left,0.5479994998313487,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,15,V,0,right,0.533761200029403,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,35,1,583,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.5646365333193292,4,0,0,0,0,11,15,4,11,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,7,1,583,1,F,0,right,0.6001586997881532,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,7,1,583,2,V,0,right,0.36534000001847744,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,7,1,583,3,V,1,left,0.5217071000952274,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,7,1,583,4,J,0,right,0.39831770001910627,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
,,,,,,practice,0,7,1,583,5,S,0,right,0.2925088000483811,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,999,Female,1,2024/04/26_13:24:16,YZ,60.05046640475824,
