Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,OnlineRating,OnlineRatingRT,OnlineRatingTimeOut,CueSTART,RatingSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,SONA,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
,,,,,,test,1,1,1,1250,10,S,1,right,0.41954161701141857,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,Test,1,1,1,1250,,,,,,,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.5,0.1,0.4714285714285714,0.6006987686689373,2,3,0,1,1,3,5,3,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,240222_113910,TEST,1,1,1,1250,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,cue1.png,easy,A,42,1.129598163999617,0,20.97630318600568,22.12761406300706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,1,V,0,right,0.9868604289949872,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,2,C,0,right,0.31444829699466936,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,3,S,0,right,0.32540480900206603,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,4,S,0,right,0.4462870510178618,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,5,C,1,right,0.7972919270105194,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,6,F,0,right,0.44013166599324904,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,7,V,0,left,0.6755875280068722,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,8,C,1,left,0.5948686060146429,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,9,F,1,left,0.40952062598080374,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,2,3,1250,10,S,0,right,0.3100524379988201,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,Test,1,2,3,1250,,,,,,,,0.8333333333333333,0.6666666666666666,0.14285714285714285,0.8571428571428571,0.0,0.8571428571428572,0.5300453377014491,2,1,0,0,0,6,8,3,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,240222_113931,TEST,1,2,3,1250,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,cue2.png,hard,A,40,0.8672853680036496,0,43.94238687900361,44.82630529202288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,1,F,0,None,nan,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,2,X,0,right,1.7159583279863,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,3,C,0,right,0.002253277023555711,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,4,X,0,right,0.08022776700090617,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,5,X,1,right,0.14943944901460782,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,6,J,0,left,0.12224789400352165,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,7,J,1,left,0.1004446950100828,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,8,C,0,right,0.4483612769981846,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,9,F,0,right,0.2924710219958797,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,3,1,1250,10,F,1,left,0.3404045959759969,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,Test,1,3,1,1250,,,,,,,,0.8333333333333333,0.6666666666666666,0.14285714285714285,0.8333333333333334,0.1,0.7571428571428572,0.3613120338898928,2,1,0,1,1,5,7,3,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,240222_113952,TEST,1,3,1,1250,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,cue1.png,easy,A,40,1.038648262998322,0,64.4903117690119,65.54875817600987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,1,C,0,right,0.9215001449920237,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,2,N,0,right,0.3982923750008922,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,3,N,0,right,0.36055551198660396,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,4,J,0,right,0.5603523080062587,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,5,V,0,right,0.4313831229810603,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,6,N,1,left,0.5530574510048609,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,7,F,0,left,0.4624130039883312,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,8,V,1,right,0.36438177101081237,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,9,X,0,right,0.30614584498107433,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,4,3,1250,10,F,1,right,0.3070272559998557,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,Test,1,4,3,1250,,,,,,,,0.6904761904761906,0.3333333333333333,0.14285714285714285,0.8571428571428571,0.0,0.8571428571428572,0.46651087899517735,1,1,0,0,0,6,7,3,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,240222_114011,TEST,1,4,3,1250,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,cue2.png,hard,A,45,0.46853768499568105,0,85.15514844100107,85.63883631699719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,1,V,0,right,1.3240800139901694,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,2,V,0,right,0.3656470960122533,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,3,Q,0,right,0.35784688298008405,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,4,N,0,right,0.4606796189909801,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,5,Q,0,right,0.6159447859972715,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,6,Q,1,left,0.6080697709985543,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,7,C,0,left,0.4862449550128076,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,8,N,0,right,0.4074534999963362,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,9,Q,1,left,0.5765912960050628,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,5,3,1250,10,C,1,right,0.35429513300186954,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,Test,1,5,3,1250,,,,,,,,0.8333333333333333,0.6666666666666666,0.14285714285714285,0.8571428571428571,0.0,0.8571428571428572,0.5556853052985389,2,1,0,0,0,6,8,3,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,240222_114032,TEST,1,5,3,1250,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,5,cue2.png,hard,A,48,0.6959823639772367,0,104.66289415501524,105.37012455699733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,1,S,0,None,nan,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,2,Q,0,right,0.5921606979973149,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,3,V,0,right,0.4726001230010297,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,4,X,0,right,0.42519270701450296,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,5,X,1,right,0.4501939229958225,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,6,S,0,left,0.45754260302055627,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,7,X,0,left,0.8139666409988422,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,8,X,1,left,0.3781973779841792,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,9,C,0,left,0.5191899180063047,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,6,1,1250,10,C,1,left,0.4775233779801056,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,Test,1,6,1,1250,,,,,,,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.5,0.1,0.4714285714285714,0.5096185965554064,2,3,0,1,1,3,5,3,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,240222_114053,TEST,1,6,1,1250,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,cue1.png,easy,A,45,0.54808004599181,0,125.28450750099728,125.85201902501285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,1,Q,0,None,nan,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,2,J,0,right,0.2778094259847421,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,3,J,0,left,0.5419738210039213,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,4,Q,1,left,0.5407107220089529,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,5,X,0,right,0.5694470780144911,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,6,J,1,left,0.4358052939933259,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,7,Q,1,left,0.5123360370052978,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,8,Q,0,left,0.44125221998547204,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,9,F,0,right,0.6266753160161898,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,7,3,1250,10,N,0,left,0.4791194100107532,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,Test,1,7,3,1250,,,,,,,,0.8928571428571428,1.0,0.42857142857142855,0.5,0.1,0.4714285714285714,0.4916810360025718,3,3,0,1,1,3,6,3,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,240222_114116,TEST,1,7,3,1250,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,cue2.png,hard,A,47,1.6962083709950093,0,146.78488731200923,148.50038619199768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,8,3,1250,1,C,0,right,0.6277384090062696,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,8,3,1250,2,J,0,right,0.20291150800767355,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,8,3,1250,3,C,0,left,0.456202650006162,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,8,3,1250,4,J,0,left,0.4970866890216712,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
,,,,,,test,1,8,3,1250,5,J,1,left,0.34679355297703296,1,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,152824,21,Female,1,2024/02/22_11:37:40,YZ,None,
